date,app,platform,network,cdn,geography,stream_type,vst_p50_s,vst_p95_s,rebuffer_ratio_pct,rebuffer_rate,vsf_pct,ebvs_pct,avg_rendered_bitrate_mbps,downshift_frequency,total_watch_time_hours,avg_session_duration_min,dau,wau,mau,content_completion_25_pct,content_completion_50_pct,content_completion_75_pct,content_completion_100_pct,browse_to_play_pct,ad_fill_rate_pct,ad_start_failure_pct,vcr_ads_pct,ad_pod_dropoff_pct,churn_rate_pct,arpu_usd,cdn_cache_hit_ratio_pct,manifest_fetch_latency_ms,ttfb_ms,volume_weight
2026-09-04T05:00:00Z,App_A,Apple TV,Cellular 5G,AWS CloudFront,Metro,VOD Series,2.43,4.96,0.12,1.11,1.7,1.32,4.59,2.42,1794,53.3,6937,17497,42289,73.1,69.2,67.9,53.2,60.3,93.8,0.57,86,11.7,3.86,6.36,94.1,61,46,2862
2026-09-04T05:00:00Z,App_B,WebOS,Comcast Xfinity,Cloudflare,Region,Live Sports/Events,2.18,4.36,1.17,0.89,1.93,1.09,6.85,1.28,5800,18.9,7980,17980,55946,74.6,87.5,55.8,36.7,45.2,87,1.47,84.8,3.2,3.95,5.47,95.6,60,174,2873
2026-09-04T06:00:00Z,App_A,WebOS,Cellular 4G,Cloudflare,Country,VOD Series,0.94,4.9,1.46,0.24,1.11,2.61,8.48,1.08,1826,32.3,5545,34202,53175,93,57.3,52.6,42.6,72,89.3,2.38,89.3,7,5.92,3.62,98.5,102,145,214
2026-09-04T06:00:00Z,App_B,Apple TV,Comcast Xfinity,Akamai,Country,VOD Series,1.56,5.28,1.15,1.27,1.79,3.06,7.65,2.32,4330,54.3,5562,29319,58212,84,84.2,67.5,35.2,64.4,89,0.26,81.5,11.4,3.5,5.21,95.7,300,86,4886
2026-09-04T07:00:00Z,App_A,Android TV,Cellular 4G,Akamai,Metro,FAST linear,2,1.9,1.22,0.93,0.95,0.83,8.44,0.55,5453,17.8,5908,16463,117389,85.6,68,65.2,48.8,63.3,96,0.33,69.8,5.1,2.1,2.49,95.1,105,99,1277
2026-09-04T07:00:00Z,App_B,iOS,Comcast Xfinity,AWS CloudFront,Region,VOD Series,0.83,3.89,0.39,1.16,1.37,2.82,7.91,0.41,5215,46.6,8348,25696,69229,85.9,73.3,54.2,29.9,77,92.2,0.28,80.2,7.2,3.3,4.79,92.1,273,121,3397
2026-09-04T08:00:00Z,App_A,iOS,Verizon,AWS CloudFront,Region,VOD Movies,1.46,2.4,2.69,1.36,0.22,1.45,5.04,1.15,1065,37.8,4704,11812,102717,88.1,70,71.3,51.2,51,86.8,1.21,88.9,7.4,2.64,4.35,94.1,240,216,3814
2026-09-04T08:00:00Z,App_B,Android,Airtel,Fastly,Region,VOD Movies,0.82,2.39,2.49,1.37,1.98,2.8,5.75,0.35,4359,52.7,8786,31348,42800,86.3,58.4,55.7,34.9,63.7,96.9,0.84,78.3,12.3,5.96,2.7,94.9,107,142,553
2026-09-04T09:00:00Z,App_A,WebOS,Airtel,AWS CloudFront,Region,VOD Series,1.32,3.28,1.46,1.02,0.65,1.2,8.3,2.89,4192,27.6,4774,18490,87483,70.5,86.6,69.1,35.9,66,88.7,1.39,72.4,7.2,2.56,6.78,90.3,258,36,3629
2026-09-04T09:00:00Z,App_B,Desktop Web,Jio,Akamai,Region,VOD Movies,1.41,4.48,2.27,0.08,1.1,2.96,3.49,1.49,3129,47,4044,26637,98598,89,66.4,69.8,27.3,71.3,95,2.63,61.4,5.3,6.15,5.94,88.6,226,62,1949
2026-09-04T10:00:00Z,App_A,Tizen,Cellular 4G,Akamai,Metro,FAST linear,1.24,3.57,0.58,1.16,0.7,1.42,5.84,2.14,3136,31.7,3298,23945,31971,77.7,64.3,68.3,41.1,47.5,98.4,0.45,87.6,5.6,1.66,6.15,94.7,111,57,4605
2026-09-04T10:00:00Z,App_B,FireTV,Jio,Cloudflare,Country,VOD Movies,2.44,5.19,0.11,0.41,1.43,2.11,7.82,0.18,3953,53.1,7622,33624,107631,71,63.5,57.2,29,67,82.5,1.25,83.8,10.3,5.14,7.26,98.3,223,104,4329
2026-09-04T11:00:00Z,App_A,FireTV,Verizon,Akamai,Metro,VOD Series,2.44,1.56,0.45,1.3,1.35,2.48,8.82,0.54,5770,14.8,5882,32308,53505,75.7,71.8,45.4,31,79.6,96.1,1.96,79,10.1,2.8,7.3,93.9,192,79,4838
2026-09-04T11:00:00Z,App_B,Desktop Web,Jio,Fastly,Metro,FAST linear,1.57,1.8,1.5,0.85,1.43,1.18,7.82,3.18,1320,48.8,7794,17702,64669,93.8,76,66,40,65.7,80.9,2.11,63.2,6.7,2.07,5.69,98.7,195,160,1183
2026-09-04T12:00:00Z,App_A,Apple TV,Broadband,Cloudflare,Country,Live Sports/Events,1.64,3.21,1.93,1.03,1.18,1.12,3.88,2.26,2704,50.3,4388,22999,84910,86.9,68.6,55.7,31,57.8,83.2,1.53,83.9,9.9,4.19,5.51,88.1,66,216,1025
2026-09-04T12:00:00Z,App_B,Desktop Web,Wi-Fi,Fastly,Country,VOD Movies,1.36,2.53,1.27,1.52,0.11,2.07,5.3,3,2117,51.6,2044,20439,52656,82.4,75.4,42.1,26.7,69.4,80.1,1.75,77.7,6.2,4.29,2.89,93.6,131,126,642
2026-09-04T13:00:00Z,App_A,Android,Broadband,AWS CloudFront,Metro,FAST linear,1.63,1.51,1.58,0.82,1.01,2.66,3.19,1.61,2592,14.8,8814,15672,81749,97.3,60.6,52.4,27.7,56.6,93.1,2.08,62.9,7.7,5.16,6.83,95.1,167,152,4959
2026-09-04T13:00:00Z,App_B,iOS,Cellular 5G,AWS CloudFront,Metro,VOD Movies,2.45,2.87,1.27,0.82,1.05,1.3,7.71,1.28,3138,18.3,8966,22482,91817,84.7,79.9,42.9,45.4,47.2,92.4,1.86,72.7,10.3,4.47,3.86,88.8,154,189,2980
2026-09-04T14:00:00Z,App_A,Android TV,Comcast Xfinity,Fastly,Metro,VOD Series,0.74,4.1,1.6,0.12,0.5,0.89,7.01,0.27,5855,30.8,8490,18708,47111,73.6,77.6,48.7,36.7,71.8,89.9,1.41,69.1,3.8,3.04,6.19,94.5,43,185,632
2026-09-04T14:00:00Z,App_B,iOS,Broadband,Cloudflare,Country,Live Sports/Events,2.53,3.57,0.15,0.8,0.94,2.23,5.02,1.5,4520,36.7,8794,28297,66168,97.4,66.3,65.9,40.7,57.7,94.1,1.01,78.9,12.1,3.82,6.4,91.6,249,219,2662
2026-09-04T15:00:00Z,App_A,Desktop Web,Broadband,Cloudflare,Metro,FAST linear,0.85,2.15,1.46,0.43,0.66,2.2,8.56,2.74,3933,36.1,5277,11428,39483,88.9,73.4,63.2,37,66.6,93.2,0.47,60.8,11.2,5.35,6.32,90.6,73,210,4272
2026-09-04T15:00:00Z,App_B,Android TV,Broadband,Fastly,Country,Live Sports/Events,0.9,2.44,2.44,0.11,1.79,0.75,8.17,0.26,4757,30.2,8571,9050,89285,70.8,83.1,41.5,28.6,61.5,87.4,2.42,71.8,5.2,5.93,2.23,91.1,93,209,793
2026-09-04T16:00:00Z,App_A,Desktop Web,Jio,AWS CloudFront,Country,VOD Series,2.29,1.7,2.6,0.53,0.21,0.54,7.65,0.56,1056,17.5,8052,34909,47985,76.6,79.2,48.9,37.2,48.9,85,2.1,84.1,5.7,2.24,2.86,91.2,297,141,1025
2026-09-04T16:00:00Z,App_B,WebOS,Cellular 4G,AWS CloudFront,Region,Live Sports/Events,2.42,3.9,2.53,0.34,2.02,2.61,5.8,0.37,2402,14,2901,23849,41825,78.3,65.5,56.1,49.2,76.6,84.2,2.22,76.3,11.7,5.1,3.39,95.9,237,76,4309
2026-09-04T17:00:00Z,App_A,Android TV,Jio,AWS CloudFront,Region,Live Sports/Events,0.75,3.41,1.78,1.3,1.94,1.31,3.77,2.66,1502,32.7,8238,22708,46806,93.1,60.3,70.7,36.2,75.8,86,0.53,81.6,5.5,1.78,5.36,94.6,248,58,1437
2026-09-04T17:00:00Z,App_B,Apple TV,Jio,AWS CloudFront,Region,VOD Movies,2.17,2,1.93,0.24,2.01,1.77,5.01,1.82,1407,31.6,7674,13575,44337,96.6,73.3,43.3,33.4,48.8,87.1,0.57,69.6,2.6,6.05,5.33,88.1,98,66,1687
2026-09-04T18:00:00Z,App_A,Apple TV,Broadband,Cloudflare,Country,Live Sports/Events,1.39,1.66,1.07,1.25,0.85,0.59,7.14,2.89,2816,21.9,3160,19322,77946,90.2,61.4,70.9,44.8,66.3,87.5,1.93,71.4,10.7,4.77,6.82,96.7,259,155,1472
2026-09-04T18:00:00Z,App_B,FireTV,Broadband,AWS CloudFront,Country,FAST linear,1.78,2.73,0.89,1.19,1.77,3.03,5.15,0.4,1237,26.3,5990,24674,82278,87.1,60.7,70.1,51.9,67.8,83.9,0.38,82.1,12.7,2.41,2.39,91.8,209,121,1486
2026-09-04T19:00:00Z,App_A,WebOS,Verizon,Fastly,Metro,VOD Series,2.22,4.35,2.17,0.17,0.79,0.57,6.92,2.8,1590,20.4,7467,20821,57951,95.2,59,70.2,40.4,53.8,86.4,2.14,65.8,6.2,2.98,2.24,92.7,146,43,3032
2026-09-04T19:00:00Z,App_B,Android TV,Cellular 4G,AWS CloudFront,Region,FAST linear,1.46,5.15,2.65,0.81,0.69,0.51,6.69,2.18,5255,12.4,4317,22724,90481,91.9,70.6,57.8,42.7,46.1,82.3,0.91,82.9,8.6,4.77,2.44,93.7,128,47,4179
2026-09-04T20:00:00Z,App_A,iOS,Broadband,AWS CloudFront,Metro,VOD Movies,1.94,3.64,2.89,0.5,1.87,2.65,4.56,0.52,4646,20.7,3209,27764,91391,71.3,70.8,49.3,47.4,53.8,92.8,0.88,77,2.3,5.09,5.84,91,279,51,417
2026-09-04T20:00:00Z,App_B,Tizen,Comcast Xfinity,Akamai,Region,Live Sports/Events,2.26,3.89,2.33,0.19,0.98,0.86,3.71,1.58,5764,30.4,6045,32359,41759,81,64.4,46.2,48.4,48.7,85.2,1.2,64.8,8.1,6.22,7.25,95.2,190,164,3817
2026-09-04T21:00:00Z,App_A,WebOS,Comcast Xfinity,Cloudflare,Country,FAST linear,0.79,2.65,2.34,0.74,1.88,0.8,5.62,0.69,4434,42.3,6068,13488,81032,97.4,85.9,62.1,42.2,44.3,93.3,2.45,62.8,11.7,4.11,5.21,94,54,60,1954
2026-09-04T21:00:00Z,App_B,Desktop Web,Verizon,Fastly,Metro,FAST linear,2.64,3.36,1.82,0.48,1.82,1.7,3.58,0.51,4531,10.1,3914,12509,51145,75.7,79.1,40.8,33.9,74.8,89.9,0.91,70.7,12.7,1.78,7.42,94.4,282,195,4178
2026-09-04T22:00:00Z,App_A,iOS,Jio,Akamai,Metro,Live Sports/Events,2.11,4.33,0.58,0.92,1.25,1.63,4.62,0.12,3329,17.3,5854,25422,63914,80.8,64.2,66.9,27.4,60.2,85.6,1.96,75.8,12,5.42,7.14,94.8,85,106,1270
2026-09-04T22:00:00Z,App_B,Android,Wi-Fi,AWS CloudFront,Region,VOD Series,2.63,4.87,2.36,1.07,1.36,0.71,3.94,0.28,4372,16,2356,26150,52183,89,67.1,47.7,33.6,76.9,91.3,2.58,76.1,7.6,6.15,6.54,91.7,183,180,1717
2026-09-04T23:00:00Z,App_A,Tizen,Cellular 4G,Akamai,Metro,Live Sports/Events,1.4,1.87,1.27,0.84,1.92,0.91,8.38,0.45,1891,49.3,8337,20395,92357,82.3,84.1,42,49.8,69.5,85.3,0.93,80.6,2.5,1.76,2.26,94,147,181,3201
2026-09-04T23:00:00Z,App_B,Tizen,Wi-Fi,Cloudflare,Metro,FAST linear,2.43,3.01,0.76,0.86,1.73,2.17,3.15,2.9,5969,46.5,7038,21733,90861,78.9,73,52.7,31.1,67.8,89.6,0.81,83.4,10.8,1.89,6.2,89.9,64,94,3225
